sentence,likelihood
Are you on the bus?,-15.78271484375
Why am I not married?,-15.78271484375
Are you C?,-15.78271484375
Are you doing good?,-15.78271484375
We gotta get outta here!,-15.78271484375
What're you gonna do about it?,-15.78271484375
"No, I couldn't do that.",-15.7828369140625
I didn't want to hurt your feelings.,-15.78314208984375
"Yeah, it's not that bad.",-15.783203125
I know where I'm going.,-15.783203125
Come swim with me!,-15.783203125
"Okay, I'll tell you.",-15.783203125
You know what I'mma do?,-15.783203125
Lay it on me.,-15.783203125
What're you doin' here?,-15.783203125
This place is a dump!,-15.783203125
Can I quote you on that?,-15.783203125
Where do you live at?,-15.783203125
You've got to.,-15.783203125
What can we do about this?,-15.783203125
This smells so good!,-15.783203125
We need to go shopping.,-15.783203125
Do you know what you're wearing?,-15.783203125
I'm really worried about this.,-15.783203125
"Yeah, that's possible.",-15.783203125
You talk so much.,-15.783203125
"Hey, what are you doing in here?",-15.783203125
I am in love with you.,-15.783203125
Snooki!,-15.783203125
What can I do with this?,-15.783203125
You've got to understand.,-15.783203125
"Mom, I'm not going to school.",-15.783203125
Please do me a favor.,-15.783203125
"Oh, lighten up.",-15.783203125
How do you have the time?,-15.783203125
What have you guys been up to?,-15.78326416015625
What's it going to be?,-15.7833251953125
"Welcome home, Mr.",-15.783447265625
"No, that doesn't make any sense.",-15.783538818359375
Don't go to college.,-15.7835693359375
"What are you looking at, boy?",-15.78369140625
"Guys, I can't do this.",-15.78369140625
Have you left yet?,-15.78369140625
"Ma'am, are you okay?",-15.7838134765625
No one's ever said that to me before.,-15.7838134765625
I don't want any part of that.,-15.783935546875
Aren't you fat?,-15.7840576171875
I'm not going to kill myself.,-15.7841796875
I'm not going to go out with you.,-15.7841796875
I can't wait to see it!,-15.7841796875
We're going to the beach!,-15.7841796875
"Hello, Dolly!",-15.7841796875
I think I'm gonna throw up.,-15.7841796875
I'm not going to church.,-15.7841796875
Can I give you this?,-15.7841796875
You're like a son to me.,-15.7841796875
Leave me out of this.,-15.7841796875
Can we just get it over with?,-15.7843017578125
Ay caramba!,-15.78439712524414
Isn't this so cute?,-15.78448486328125
You sank my battleship!,-15.784591674804688
There has to be a better way.,-15.784637451171875
"OMG, I'm so excited!",-15.78466796875
I want you to do this for me.,-15.78466796875
Are you sure this is good?,-15.78466796875
Who am I going to call?,-15.784759521484375
I have so much going on.,-15.784912109375
What dress are you wearing?,-15.784912109375
"You, what are you doing?",-15.784912109375
What would you give me?,-15.78515625
You wanna break up?,-15.78515625
I hear Mr.,-15.78515625
"Mom, what's the problem?",-15.78515625
I don't care what anybody else thinks.,-15.78515625
Not worth it.,-15.78515625
"Damn, bro.",-15.78515625
Can I have a blanket?,-15.78515625
Can you talk to me?,-15.78515625
I don't know if I want this.,-15.78515625
"No, I'm here.",-15.78515625
"Hello, Peter.",-15.78515625
I want to watch TV.,-15.78515625
"No, I have to.",-15.78515625
Why are you giving up?,-15.78515625
What time is your appointment?,-15.78515625
You're stalking me.,-15.78515625
Can I have your fries?,-15.78515625
Is that really what you think?,-15.78515625
"Oh, is that okay?",-15.78515625
"Hi, I'm back.",-15.78515625
"Hello, boy.",-15.78515625
"Hi, I'm Betty.",-15.78515625
"Mom, I'm never getting married.",-15.78515625
How fast are you going?,-15.78515625
"Aww, this is so cute!",-15.78515625
A ring?,-15.78515625
"Wow, that's really amazing.",-15.78515625
Never leave me.,-15.78515625
I have one of those.,-15.78515625
"No, I got you.",-15.78515625
"Go ahead, Mom.",-15.78515625
"No, she isn't.",-15.78515625
Can you come out here?,-15.78515625
What is this doing here?,-15.78515625
"Oh, where did you get this?",-15.78515625
"No, but you know what?",-15.78515625
This is so delicious!,-15.78515625
"Ah, God!",-15.78515625
"No, Patrick.",-15.78515625
"Oh, this is a great idea.",-15.78515625
"No, I'm not stupid.",-15.78515625
What happened then?,-15.78515625
Can you do me?,-15.78515625
"OK, we're here.",-15.78515625
I don't believe in it.,-15.78515625
This is just how I am.,-15.78515625
Here's my answer.,-15.78515625
This is shameful.,-15.78515625
It's my night off.,-15.78515625
"Look, Jack.",-15.78515625
"Oh, what's your favorite color?",-15.78515625
"Mom, what the hell are you doing?",-15.78515625
"Hmm, good question.",-15.78515625
See this house?,-15.78515625
What happened to this place?,-15.78515625
I don't have to take this.,-15.78515625
How come you can do that?,-15.78515625
When's your next show?,-15.78515625
"No, stay there.",-15.78515625
Is she gay?,-15.78515625
"Sure, I'll go.",-15.78515625
That's all I need.,-15.78515625
Why are you taking photos?,-15.78515625
You know what Lisa?,-15.78515625
"Mom, you're fine.",-15.78515625
"Whatever, Alex.",-15.78515625
"Look at me, everyone!",-15.78515625
You nervous?,-15.78515625
"Oh, you found me out!",-15.78515625
That's unfortunate.,-15.78515625
This is Jesus.,-15.78515625
But I told you!,-15.78515625
"Ooo, what's that?",-15.78515625
What do I mean by that?,-15.78515625
What about your sister?,-15.78515625
Treasure!,-15.78515625
What's your favorite music?,-15.78515625
That's pretty nice.,-15.78515625
I love Justin Timberlake!,-15.785430908203125
Don't you want to be a doctor?,-15.7855224609375
"Mom, I need to talk to you about something.",-15.785888671875
Show me your hands.,-15.7861328125
Ca-ching!,-15.7861328125
"Well, this is fine.",-15.7861328125
But all my friends are doing it!,-15.7861328125
"No, no I don't.",-15.78619384765625
Aren't you going to ask?,-15.7862548828125
Are you touching me?,-15.78662109375
What are you doing in my closet?,-15.78662109375
I'm about to go.,-15.78662109375
Are you my real mom?,-15.78662109375
"Don't look, don't look.",-15.786727905273438
"Mom, I don't wanna do this.",-15.7867431640625
Why don't you marry him?,-15.787017822265625
I must be doing something wrong.,-15.787109375
What did you get for that?,-15.787109375
"Oh my god, that's me!",-15.787109375
"Oh yeah, I did.",-15.787109375
Give me a few minutes.,-15.787109375
You read too much.,-15.787109375
Where do you park?,-15.787109375
Who is he talking to?,-15.787109375
Where did you get this bag?,-15.787109375
It hurts when I do that.,-15.787109375
I know it's bad.,-15.787109375
Give me your shoes.,-15.787109375
"Oh yeah, I did that.",-15.787109375
How do you know these guys?,-15.787109375
Neither are you.,-15.787109375
I don't want to be bothered.,-15.787109375
There's nothing between us.,-15.787109375
I'm gonna cut my hair.,-15.787109375
I don't want to be rich.,-15.787109375
Can't you just leave me alone?,-15.787109375
"Mom, how did you know?",-15.787109375
Give me a beer.,-15.787109375
So how did you two meet?,-15.787109375
Thank you soooo much!,-15.7872314453125
"What, you don't?",-15.787384033203125
Life is like a box of chocolates.,-15.78741455078125
What am I buying?,-15.78753662109375
What's his first name?,-15.78759765625
Are you going to the funeral?,-15.78759765625
Don't knock it till you've tried it.,-15.7879638671875
Who are you and why are you talking to me?,-15.7879638671875
What is that you're doing?,-15.7880859375
Who could that be?,-15.7880859375
Could you slow down?,-15.7880859375
"Mommy, I have an idea!",-15.7880859375
You need to take care of yourself.,-15.7880859375
"Oh no, I can't do it.",-15.7880859375
Do you have a broom?,-15.7880859375
Patience is a virtue.,-15.7880859375
We had so much fun!,-15.7880859375
Come at me!,-15.7880859375
I'm not going to put up with this.,-15.7880859375
Worst birthday ever!,-15.7880859375
Hell yea!,-15.7880859375
I can't go now.,-15.7880859375
Get it while it's hot!,-15.788330078125
Are you mad at me or what?,-15.788330078125
I want you to meet someone.,-15.78857421875
What are you grinning at?,-15.78857421875
I've worked really hard.,-15.78857421875
"What are you gonna do, man?",-15.78857421875
"Oh, oh my gosh!",-15.7886962890625
Here me out.,-15.7890625
It's your funeral.,-15.7890625
Why are you blaming me?,-15.7890625
You are who you are.,-15.7890625
Where's your leg?,-15.7890625
"Hey, can you come here?",-15.7890625
This dress is beautiful!,-15.7890625
I'm not this.,-15.7890625
"Yeah, what else?",-15.7890625
Get out of my dream!,-15.7890625
Why are you so strange?,-15.7890625
It'll be good.,-15.7890625
"What the heck, guys?",-15.7890625
You know what would be totally awesome?,-15.7890625
I'm a blonde.,-15.7890625
They're back!,-15.7890625
I'm not gonna help you.,-15.7890625
"Yeah, we did it.",-15.7890625
Stop it already!,-15.7890625
But why should I?,-15.7890625
I'm a soccer mom.,-15.7890625
"Hey, I know what you're doing.",-15.7890625
"Hey, Molly.",-15.7890625
That dress is amazing!,-15.7890625
Who the fuck is this guy?,-15.7890625
What flowers?,-15.7890625
Can I have a sample?,-15.7890625
My feet are so cold.,-15.7890625
Is that a costume?,-15.7890625
Do you want a car?,-15.7890625
"Come on, we're going.",-15.7890625
You can't be pregnant.,-15.7890625
"Hey, Marcus.",-15.7890625
It's four.,-15.7890625
A contest?,-15.7890625
I passed the test!,-15.7890625
When did you make this?,-15.7890625
I am so lost.,-15.7890625
"Yeah, I gotta go.",-15.7890625
I'm breastfeeding.,-15.7890625
"Oh, was that you?",-15.7890625
And I love you.,-15.7890625
I'm gonna be a doctor.,-15.7890625
It's a competition.,-15.7890625
You're very cute.,-15.7890625
Why is he so angry?,-15.7890625
A cab?,-15.7890625
I'm an astronaut.,-15.7890625
I just want my baby.,-15.7890625
Who painted that?,-15.7890625
Sorry about what?,-15.7890625
You guys ready to go?,-15.7890625
What is everyone doing?,-15.7890625
I should not be here.,-15.7890625
Why do you have to be so weird?,-15.7890625
Wrestling?,-15.7890625
"Why, dear?",-15.7890625
What's with the shirt?,-15.7890625
I'm already late.,-15.7890625
You look really pretty today.,-15.7890625
Agoraphobia?,-15.7890625
"Ugh, what's that?",-15.7890625
"You know, Daddy.",-15.7890625
You're safe now.,-15.7890625
What's the rule?,-15.7890625
My jaw hurts.,-15.7890625
But how do I know?,-15.7890625
"Why, John?",-15.7890625
You need to go to bed.,-15.7890625
I'm a child of God.,-15.7890625
You're leaving us?,-15.7890625
You're not you.,-15.7890625
"No thanks, guys.",-15.7890625
Wash the car.,-15.7890625
Do you believe this?,-15.7890625
You're not a writer.,-15.7890625
Tanisha!,-15.7890625
I'm Jade.,-15.7890625
"Hey, where's your shirt?",-15.7890625
Where is my shirt?,-15.7890625
I'm not deaf.,-15.7890625
What's that funny smell?,-15.7890625
You wanna go to the mall?,-15.7890625
"Ugh, I'm exhausted.",-15.7890625
I'm a working girl.,-15.7890625
That guy is so cute!,-15.7890625
"Yeah, I can see it.",-15.7890625
It's his birthday.,-15.7890625
Bring it back.,-15.7890625
I have two options.,-15.7890625
I'm from Wisconsin.,-15.7890625
I'm 64.,-15.7890625
I've got to get to work.,-15.7890625
"Yeah, just.",-15.7890625
Can I play now?,-15.7890625
Just hold me.,-15.7890625
You're a little kid.,-15.7890625
"Oh, Lucy!",-15.7890625
I am so old.,-15.7890625
You fucker!,-15.7890625
It's up there.,-15.7890625
We're gonna get married.,-15.7890625
I'm done with men.,-15.7890625
"Chill out, girl.",-15.7890625
What the frack?,-15.7890625
I'm pretty good at this.,-15.7890625
"Shut up, stupid!",-15.7890625
"Yeah, see you later.",-15.7890625
You're 10.,-15.7890625
"Hi, Joey.",-15.7890625
What is this picture?,-15.7890625
I'm totally ready.,-15.7890625
I'm with her.,-15.7890625
He told you that?,-15.7890625
How can I make this work?,-15.7890625
"What's with you, man?",-15.7890625
I'll wait for him.,-15.7890625
Why are you so defensive?,-15.7890625
You're not her.,-15.7890625
"Nope, not me.",-15.7890625
But I will!,-15.7890625
Why not her?,-15.7890625
I've been working all day.,-15.7890625
"Oh, I was there.",-15.7890625
It's a test.,-15.7890625
What do I put on?,-15.7890625
You bet I am!,-15.7890625
I'm a magician.,-15.7890625
I'm blessed.,-15.7890625
I don't care what anybody else says.,-15.7890625
You know my brother?,-15.7890625
Good luck tomorrow!,-15.7890625
It's so late.,-15.7890625
Tomorrow's Sunday.,-15.7890625
"Oh, I'm doing this.",-15.7890625
"Oh, my brother.",-15.7890625
"Oh, you do yoga?",-15.7890625
"Miss, Miss!",-15.7890625
"You know what, Justin?",-15.7890625
It's not allowed.,-15.7890625
I'm not a slave.,-15.7890625
Just sayin'.,-15.7890625
I like your music.,-15.7890625
I'm handsome.,-15.7890625
"Cool, great.",-15.7890625
Cold feet?,-15.7890625
I think I was raped.,-15.7890625
I'm a ghost.,-15.7890625
Where is that from?,-15.7890625
You want to do something?,-15.7890625
It's a trick question.,-15.7890625
Han Solo?,-15.7890625
I'm free tomorrow.,-15.7890625
Is that my baby?,-15.7890625
You're in a relationship.,-15.7890625
But I like her.,-15.7890625
But we're married!,-15.7890625
I don't think we should get married.,-15.7890625
What's your time?,-15.7890625
What on earth does that mean?,-15.7890625
How can you not love it?,-15.7890625
Speed dating?,-15.7890625
I'm gonna go to bed now.,-15.7890625
"Ma, what's wrong?",-15.7890625
Why is it always you?,-15.7890625
You can't just leave!,-15.7890625
I've read your book.,-15.7890625
Who's your mama?,-15.7890625
How old r u?,-15.7890625
Where is your bag?,-15.7890625
You deserve this.,-15.7890625
It's only $4.,-15.7890625
Is your mom coming?,-15.7890625
I just need a hug.,-15.7890625
I'll get it for you.,-15.7890625
Is that what this is?,-15.7890625
You want to be a teacher?,-15.7890625
"Come on, Chloe.",-15.7890625
I knew it was you!,-15.7890625
Thanks for coming out.,-15.7890625
You're the only one.,-15.7890625
Look at this photo.,-15.7890625
They love me.,-15.7890625
I'm so offended.,-15.7890625
What time should I come?,-15.7890625
I'll bite you!,-15.7890625
But I'm fat!,-15.7890625
It's your brother.,-15.7890625
You're a dad.,-15.7890625
It's ruined!,-15.7890625
"Oh, I'm so poor.",-15.7890625
"Well, what do you have there?",-15.7890625
Today is Mother's Day.,-15.7891845703125
"Oh, you don't know me.",-15.78924560546875
He doesn't care.,-15.78955078125
I don't need a boyfriend right now.,-15.789764404296875
Don't sweat the small stuff.,-15.789794921875
"Mama, Mr.",-15.7900390625
What do you make of this?,-15.7900390625
Where'd you get the dress?,-15.7900390625
"Well, what's the answer?",-15.7900390625
"Honey, honey.",-15.7900390625
What do you think about her?,-15.7900390625
"Mom, are you hungry?",-15.7900390625
"Mom, why do I have to do this?",-15.7900390625
Did you guys do this?,-15.7900390625
Aren't you going to ask me something?,-15.7901611328125
Why can't I go out?,-15.790283203125
Why can't I come?,-15.790283203125
Are you insulting me?,-15.79052734375
This kind of sucks.,-15.79052734375
"What are you doing, mother?",-15.79052734375
I'm 49 years old.,-15.79052734375
Are you buying that?,-15.79052734375
What are you doing anyway?,-15.79052734375
What are you doing on the ground?,-15.79052734375
What are you doing back so early?,-15.79052734375
Now what am I going to do?,-15.790756225585938
Do you want me to get it?,-15.790771484375
I didn't lie.,-15.79095458984375
fill in the blank.,-15.791015625
Whaaaaaaaaaaaat?,-15.791015625
How long have you been practicing?,-15.791015625
"Alright, what's going on?",-15.791015625
"Hey, that's really cool.",-15.791015625
"Yeah, that's probably a good idea.",-15.791015625
"Yeah, that's no good.",-15.791015625
